id,category_1,category_2,category_3,color_type,life_style,fabric,weight_of_fabric,neck_style,form_type,sleeve_type,washing_style,fabric_type
5531,T-shirts,MENSWEAR,Trendy Shirts,Black,Dark X,versatile,Light,Bycyle,Narrow,Short,washless,Cotton
5532,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
5533,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
5534,T-shirts,MENSWEAR,Trendy Shirts,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,Light,Cotton
5535,T-shirts,MENSWEAR,Long Sleeves,Black,Designment,Figure,Medium,Bendy,Normal,Long,washless,Cotton
5536,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5537,T-shirts,MENSWEAR,Trendy Shirts,Grey,Urban Style,Figure,Light,Bycyle,Normal,Short,Mid,Cotton
5538,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Normal,Short,washless,Cotton
5539,T-shirts,MENSWEAR,Colorful Tees,Red,Daily,Figure,Light,Bycyle,Narrow and Tall,Short,washless,Cotton
5540,T-shirts,MENSWEAR,Trendy Shirts,Red,Cool,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
5541,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,Tabby,Medium,Bycyle,Narrow,Short,Light,Cotton
5542,T-shirts,MENSWEAR,Long Sleeves,Black,Designment,Figure,Medium,Bendy,Normal,Long,washless,Cotton
5543,T-shirts,MENSWEAR,Trendy Shirts,Gray,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
5544,T-shirts,MENSWEAR,Trendy Shirts,Red,Daily,Figure,Light,Bycyle,Narrow and Tall,Short,washless,Cotton
5545,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bycyle,Normal,Short,washless,Cotton
5546,T-shirts,MENSWEAR,Colorful Tees,Yellow,Daily,Figure,Light,Bycyle,Narrow and Tall,Short,washless,Cotton
5547,T-shirts,MENSWEAR,Trendy Shirts,Blue,Cool,Tabby,Light,Bycyle,Narrow,Short,Light,Cotton
5548,T-shirts,MENSWEAR,Long Sleeves,White,Mark,Figure,Medium,Bendy,Normal,Long,Light,Cotton
5549,T-shirts,MENSWEAR,Colorful Tees,Grey,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5550,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
5551,T-shirts,MENSWEAR,Trendy Shirts,Grey,Urban Style,Tabby,Light,Bycyle,Narrow,Short,Mid,Cotton
5552,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Pressed,Light,Bycyle,Normal,Short,Mid,Cotton
5553,T-shirts,MENSWEAR,Colorful Tees,Pink,Urban Style,Figure,Light,Bycyle,Normal,Short,washless,Cotton
5554,T-shirts,MENSWEAR,Colorful Tees,Grey,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5555,T-shirts,MENSWEAR,Colorful Tees,Green,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5556,T-shirts,MENSWEAR,Colorful Tees,Red,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5557,T-shirts,MENSWEAR,Colorful Tees,,,,,,,,,
5558,T-shirts,MENSWEAR,Colorful Tees,Blue,Cool,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5559,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow and Tall,Short,washless,Cotton
5560,T-shirts,MENSWEAR,Trendy Shirts,White,Urban Style,versatile,Light,Bycyle,Normal,Short,Light,Cotton
5561,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5562,T-shirts,MENSWEAR,Colorful Tees,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5563,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5564,T-shirts,MENSWEAR,Trendy Shirts,Red,Mark,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
5565,T-shirts,MENSWEAR,Simple,Yellow,Basics,versatile,Medium,Bycyle,Normal,Short,Light,Cotton
5566,T-shirts,MENSWEAR,Simple,White,Basics,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
5567,T-shirts,MENSWEAR,Simple,Brown,Basics,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
5568,T-shirts,MENSWEAR,Simple,Blue,Basics,versatile,Medium,Bycyle,Wide,Short,washless,Cotton
5569,T-shirts,MENSWEAR,Simple,Green,Basics,versatile,Medium,Bycyle,Fit,Short,washless,Cotton
5570,T-shirts,MENSWEAR,Trendy Shirts,Gray,Daily,Pressed,Light,Bycyle,Normal,Short,Mid,Cotton
5571,T-shirts,MENSWEAR,Colorful Tees,White,Urban Style,Figure,Light,Bycyle,Normal,Short,washless,Cotton
5572,T-shirts,MENSWEAR,Colorful Tees,Black,Urban Style,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5573,T-shirts,MENSWEAR,Trendy Shirts,Blue,Daily,Figure,Light,Bycyle,Narrow,Short,Mid,Cotton
5574,T-shirts,MENSWEAR,Simple,White,Basics,Nubbly,Light,Bycyle,Narrow and Tall,Short,Light,Cotton
5575,T-shirts,MENSWEAR,Colorful Tees,Black,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5576,T-shirts,MENSWEAR,Colorful Tees,White,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5577,T-shirts,MENSWEAR,Trendy Shirts,Gray,Urban Style,versatile,Light,Bycyle,Normal,Short,Light,Cotton
5578,T-shirts,MENSWEAR,Colorful Tees,Grey,Daily,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5579,T-shirts,MENSWEAR,Trendy Shirts,White,Daily,Figure,Light,Bycyle,Narrow and Tall,Short,washless,Cotton
5580,Blue Jeans,WOMENSWEAR,Jean Trousers,,Business Based,versatile,,High,Broad Leg,,Mid,Tick
5581,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,Medium,High,Broad Leg,,Heavy,Tick
5582,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,Pressed,,High,Broad Leg,,Mid,Tick
5583,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,Medium,High,Broad Leg,,Heavy,Tick
5584,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Medium,High,For boots,,Mid,Tick
5585,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily youth,versatile,Medium,High,Maxi Thin,,Heavy,Tick
5586,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Bronze,versatile,Medium,High,Broad Leg,,Light,Tick
5587,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Broad Leg,,Heavy,Tick
5588,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,Broad Leg,,Mid,Tick
5589,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Broad Leg,,Heavy,Tick
5590,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,Pressed,Medium,High,Broad Leg,,Heavy,Tick
5591,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Mother style,,Mid,Tick
5592,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Old times,versatile,Heavy,High,Mother style,,Light,Tick
5593,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Heavy,High,Mother style,,Heavy,Tick
5594,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Outside style,versatile,Medium,High,Broad Leg,,Mid,Tick
5595,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Medium,Medium,Broad Leg,,Mid,Tick
5596,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Normal,,Heavy,Tick
5597,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Old times,versatile,Heavy,High,Broad Leg,,Light,Tick
5598,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Heavy,High,Normal,,Mid,Tick
5599,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Visual,versatile,Medium,High,Normal,,Mid,Tick
5600,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Normal,,Heavy,Tick
5601,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Visual,versatile,Heavy,High,Normal,,Heavy,Tick
5602,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Daily youth,Null,Medium,High,Maxi Thin,,Mid,Tick
5603,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Daily youth,versatile,Medium,High,Very thin,,Light,Tick
5604,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily youth,versatile,Medium,High,Maxi Thin,,Mid,Tick
5605,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Broad Leg,,Mid,Tick
5606,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,versatile,Medium,High,Broad Leg,,Mid,Tick
5607,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,Heavy,High,Broad Leg,,Light,Tick
5608,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,Medium,High,Normal,,Heavy,Tick
5609,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,Medium,High,Normal,,Mid,Tick
5610,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Heavy,High,Narrow Normal,,Heavy,Tick
5611,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,Narrow Normal,,Mid,Tick
5612,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Old times,versatile,Heavy,High,Mother style,,Heavy,Tick
5613,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Blubber,,Mid,Tick
5614,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Visual,versatile,Medium,High,Very thin,,Light,Tick
5615,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Mother style,,Mid,Tick
5616,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Heavy,High,Broad Leg,,Mid,Tick
5617,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Visual,versatile,Medium,High,Mother style,,Heavy,Tick
5618,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Heavy,Tick
5619,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Mother style,,Mid,Tick
5620,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Heavy,High,Mother style,,Mid,Tick
5621,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Old times,versatile,Heavy,So High,Mother style,,Light,Tick
5622,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,So High,Mother style,,Mid,Tick
5623,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Old times,versatile,Heavy,High,Mother style,,Mid,Tick
5624,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Blubber,,Mid,Tick
5625,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Blubber,,Light,Tick
5626,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,High,Blubber,,Light,Tick
5627,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Heavy,High,Mother style,,Mid,Tick
5628,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,,High,Normal,,Heavy,Tick
5629,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,,High,Narrow Normal,,Light,Tick
5630,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Normal,,Mid,Tick
5631,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Normal,,Mid,Tick
5632,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Heavy,High,Mother style,,Mid,Tick
5633,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Heavy,High,For boots,,Mid,Tick
5634,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Daily youth,versatile,Medium,High,Maxi Thin,,Light,Tick
5635,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,So High,Maxi Thin,,Light,Tick
5636,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Mateoric,versatile,Medium,So High,Maxi Thin,,Light,Tick
5637,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Daily youth,versatile,Medium,High,Maxi Thin,,Mid,Tick
5638,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Old times,versatile,Heavy,High,Broad Leg,,Mid,Tick
5639,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Casual Modern,versatile,Medium,High,Broad Leg,,Mid,Tick
5640,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Heavy,High,Mother style,,Heavy,Tick
5641,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,,High,Mother style,,Mid,Tick
5642,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,For boots,,Mid,Tick
5643,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,,High,For boots,,Light,Tick
5644,Blue Jeans,WOMENSWEAR,Jean Trousers,Null,Bronze,versatile,Medium,High,Blubber,,Light,Tick
5645,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Daily cuteness,versatile,Medium,High,Juicy,,Light,Tick
5646,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Mother style,,Light,Tick
5647,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Mother style,,Mid,Tick
5648,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Mother style,,Heavy,Tick
5649,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Mother style,,Light,Tick
5650,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Old times,versatile,Heavy,High,Mother style,,Heavy,Tick
5651,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Mother style,,Light,Tick
5652,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,Medium,So High,Mother style,,washless,Tick
5653,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Casual Modern,versatile,Heavy,High,Mother style,,Mid,Tick
5654,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Heavy,Tick
5655,Blue Jeans,WOMENSWEAR,Jean Trousers,Green,Visual,Pressed,Medium,High,Blubber,,Light,Tick
5656,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Blubber,,Mid,Tick
5657,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Medium,High,Mother style,,Light,Tick
5658,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Mother style,,Mid,Tick
5659,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Visual,versatile,Medium,High,Mother style,,Mid,Tick
5660,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Heavy,High,Broad Leg,,Heavy,Tick
5661,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Broad Leg,,Light,Tick
5662,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,Broad Leg,,Mid,Tick
5663,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,versatile,Medium,High,Broad Leg,,Mid,Tick
5664,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,Broad Leg,,Heavy,Tick
5665,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Mother style,,Light,Tick
5666,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Mother style,,Light,Tick
5667,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Blubber,,Mid,Tick
5668,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Heavy,High,Mother style,,Mid,Tick
5669,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Bronze,versatile,Medium,Medium,For boots,,Mid,Tick
5670,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Mateoric,versatile,Medium,Medium,Very thin,,Light,Tick
5671,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily cuteness,versatile,Heavy,Medium,For boots,,Mid,Tick
5672,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Heavy,High,Normal,,Mid,Tick
5673,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,For boots,,Mid,Tick
5674,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Daily cuteness,versatile,Medium,Medium,For boots,,Light,Tick
5675,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Township,versatile,Medium,Medium,For boots,,Mid,Tick
5676,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Township,versatile,Medium,Medium,For boots,,Light,Tick
5677,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Daily cuteness,versatile,Medium,Medium,For boots,,Mid,Tick
5678,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily cuteness,versatile,,Medium,For boots,,Mid,Tick
5679,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,Medium,High,Normal,,Heavy,Tick
5680,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Casual Modern,versatile,Heavy,High,Normal,,Heavy,Tick
5681,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Broad Leg,,Mid,Tick
5682,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Blubber,,Mid,Tick
5683,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Normal,,Mid,Tick
5684,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Go,versatile,,Medium,Broad Leg,,Light,Tick
5685,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Old times,versatile,Medium,High,Normal Normal,,Light,Tick
5686,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily,versatile,Medium,High,Broad Leg,,Mid,Tick
5687,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Daily youth,versatile,Medium,High,For boots,,Mid,Tick
5688,Blue Jeans,WOMENSWEAR,Jean Trousers,Navy,Business Based,versatile,Medium,High,Normal,,Light,Tick
5689,Blue Jeans,WOMENSWEAR,Jean Trousers,Pink,Business Based,versatile,Medium,High,Normal,,Mid,Tick
5690,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,versatile,Medium,High,Normal,,Mid,Tick
5691,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Blubber,,Light,Tick
5692,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Blubber,,Mid,Tick
5693,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Visual,versatile,Medium,High,Mother style,,Mid,Tick
5694,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Bronze,versatile,Medium,High,Mother style,,Mid,Tick
5695,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Old times,versatile,Heavy,High,Mother style,,Mid,Tick
5696,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,For boots,,Mid,Tick
5697,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Heavy,High,Mother style,,Mid,Tick
5698,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Bronze,versatile,Heavy,So High,Mother style,,Mid,Tick
5699,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Old times,versatile,Medium,High,Mother style,,Light,Tick
5700,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Heavy,Tick
5701,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,So High,Mother style,,Heavy,Tick
5702,Blue Jeans,WOMENSWEAR,Jean Trousers,Gray,Visual,versatile,Heavy,High,Blubber,,Light,Tick
5703,Blue Jeans,WOMENSWEAR,Jean Trousers,Grey,Visual,versatile,Medium,High,Mother style,,Heavy,Tick
5704,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Heavy,Tick
5705,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Heavy,High,Blubber,,Mid,Tick
5706,Blue Jeans,WOMENSWEAR,Jean Trousers,Black,Daily youth,versatile,Medium,High,For boots,,Light,Tick
5707,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,versatile,Medium,High,Normal,,Mid,Tick
5708,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Business Based,versatile,Medium,High,Normal,,Mid,Tick
5709,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,For boots,,Mid,Tick
5710,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Casual Modern,versatile,,High,For boots,,Mid,Tick
5711,Blue Jeans,WOMENSWEAR,Jean Trousers,White,Visual,versatile,Medium,High,Blubber,,Light,Tick
5712,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Normal,,Mid,Tick
5713,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Visual,versatile,Medium,High,Normal,,Heavy,Tick
5714,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Outside style,versatile,,High,Normal,,Heavy,Tick
5715,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Bronze,versatile,Medium,High,Mother style,,Mid,Tick
5716,Blue Jeans,WOMENSWEAR,Jean Trousers,Blue,Old times,versatile,Medium,High,Mother style,,Mid,Tick
5717,T-shirts,WOMENSWEAR,Trendy Shirts,White,Visual,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
5718,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,Bare,Fit,No Sleeve,washless,Cotton
5719,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,High,Fit,No Sleeve,washless,Decorative
5720,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,Bare,Fit,No Sleeve,washless,Decorative
5721,T-shirts,WOMENSWEAR,Trendy Shirts,White,Visual,Figure,Light,Bycyle,Very Large,No Sleeve,washless,Cotton
5722,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Visual,Lace,Medium,Bendy,Very Large,Long,washless,Cotton
5723,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,Tabby,Light,Bycyle,Fit,No Sleeve,washless,Cotton
5724,T-shirts,WOMENSWEAR,Simple,White,Visual,versatile,Light,Bycyle,Fit,No Sleeve,washless,Cotton
5725,T-shirts,WOMENSWEAR,Simple,Blue,Visual,versatile,Light,Bycyle,Fit,No Sleeve,Mid,Cotton
5726,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Township,Nubbly,Light,Bare,Fit,No Sleeve,washless,Cotton
5727,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Township,Pressed,Light,Bycyle,Very Large,Short,Other,Cotton
5728,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Township,Pressed,Light,Bycyle,Very Large,Short,Other,Cotton
5729,T-shirts,WOMENSWEAR,Trendy Shirts,White,Township,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
5730,T-shirts,WOMENSWEAR,Trendy Shirts,White,Township,Figure,Light,Bycyle,Wide,Short,washless,Cotton
5731,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Township,Pressed,Light,Bycyle,Very Large,Short,Other,Cotton
5732,T-shirts,WOMENSWEAR,Trendy Shirts,Blue,Mateoric,Figure,Light,Bycyle,Very Large,Short,Mid,Cotton
5733,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Mateoric,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
5734,T-shirts,WOMENSWEAR,Trendy Shirts,White,Daily youth,Figure,Light,Bycyle,Normal,Short,washless,Cotton
5735,T-shirts,WOMENSWEAR,Trendy Shirts,Purple,Mateoric,Figure,Light,Bycyle,Very Large,Short,washless,Cotton
5736,T-shirts,WOMENSWEAR,Long Sleeves,Pink,Business Based,versatile,Medium,Bendy,Very Large,Long,Mid,Cotton
5737,T-shirts,WOMENSWEAR,Long Sleeves,Black,Business Based,Figure,Medium,Bendy,Very Large,Long,Light,Cotton
5738,T-shirts,WOMENSWEAR,Colorful Tees,White,Business Based,Figure,Light,Bycyle,Wide,Short,washless,Cotton
5739,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,Bycyle,Fit,Long,washless,Decorative
5740,T-shirts,WOMENSWEAR,Trendy Shirts,White,Visual,versatile,Light,Bycyle,Fit,No Sleeve,washless,Decorative
5741,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,V Style,Fit,Long,washless,Decorative
5742,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,Bycyle,Fit,Short,washless,Decorative
5743,T-shirts,WOMENSWEAR,Long Sleeves,Grey,Basics,versatile,Medium,High,Very Large,Long,washless,Cotton
5744,T-shirts,WOMENSWEAR,Colorful Tees,Blue,Business Based,Figure,Light,Bycyle,Wide,Short,washless,Cotton
5745,T-shirts,WOMENSWEAR,Colorful Tees,White,Business Based,Figure,Light,Bycyle,Wide,Short,washless,Cotton
5746,T-shirts,WOMENSWEAR,Colorful Tees,White,Press,Figure,Light,Bycyle,Narrow,Short,washless,Cotton
5747,T-shirts,WOMENSWEAR,Trendy Shirts,White,Visual,versatile,Light,Bare,Fit,Long,washless,Decorative
5748,T-shirts,WOMENSWEAR,Trendy Shirts,Black,Visual,versatile,Light,Bycyle,Fit,No Sleeve,washless,Decorative
5749,T-shirts,WOMENSWEAR,Trendy Shirts,White,Visual,versatile,Light,V Style,Fit,Long,washless,Decorative
5750,T-shirts,WOMENSWEAR,Long Sleeves,Purple,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
5751,T-shirts,WOMENSWEAR,Long Sleeves,Blue,Basics,versatile,Medium,Bendy,Man Friend,Long,washless,Cotton
5752,T-shirts,WOMENSWEAR,Long Sleeves,White,Designment,Figure,Medium,Bycyle,Very Large,Long,washless,Cotton
5753,T-shirts,WOMENSWEAR,Long Sleeves,Black,Basics,versatile,Medium,High,Very Large,Long,washless,Cotton
